ID,Title,Description,Source
21,7 barbershop workers from Punjab shot dead in late-night attack in Gwadar’s Surbandar,"Seven barbershop workers were killed and one was injured on Thursday in Surbandar, Gwadar when unknown gunmen entered their residential quarters and opened fire on them while they were sleeping, police officials said. Speaking to Dawn.com, Gwadar Senior Superintendent of Police (SSP) Zohaib Mohsin said the incident took place at approximately 3am, adding that the victims worked at a barber shop in Surbandar, which is some 25 kilometres from Gwadar. According to a list of the casualties shared with Dawn.com by the SSP, the victims hailed from Punjab’s Khanewal and Lodhran districts, while the injured belongs to Mian Channu, Khanewal. No group has claimed responsibility for the attack so far. AFP quoted Muhammad Mohsin, a senior police official in Gwadar, as saying: “We are investigating the matter at the moment but apparently it looks like they were attacked because they were Punjabis.” Following the incident, the police shifted the injured person and bodies of the deceased to Gwadar Hospital, SSP Mohsin said. He added that the area was cordoned off by law enforcement as action had begun to find the miscreants. According to Gwadar Deputy Commissioner Hamoodur Rehman, the bodies have been shifted to their native areas via four ambulances. The injured has also been shifted to Karachi after medical aid was administered to him, he added. Balochistan Chief Minister Mir Sarfraz Bugti condemned the killing of the workers in Gwadar, calling it “open terrorism”. He expressed his condolences to their families and said that their families would not be abandoned, vowing to provide all possible support to the families. “We will chase after terrorists and their facilitators,” Bugti said, adding that there is no soft corner or place for them in Pakistan. “Whatever force is needed against the terrorists will be used,” the chief minister said. He stressed that the writ of the state would be enforced in any case. “Every single drop of the blood of Pakistanis will be accounted for,” he said. Prime Minsiter Shehbaz Sharif condemned the incident and expressed his condolences to the victims’ families, according to a statement on X by state broadcaster PTV News. “This incident of terrorism is a cowardly act of the enemies of the country. We are determined to eradicate terrorism from its roots,” the statement read.  Interior Minister Mohsin Naqvi echoed similar sentiments, expressing deep sorrow and condolences over the killing of the seven labourers. “The beasts who play with the lives of the innocent don’t deserve to be called humans,” Naqvi said in a statement shared by the Ministry of Interior on X.  Balochistan Home Minister Mir Zia Ullah Langau said the terrorists will be dealt with strictly. He noted that a report of the incident has been called for, and the incident is being reviewed from all aspects. “The killing of innocent labourers is a cowardly act,” he said, adding that the terrorists will be brought to justice. Meanwhile, the Balochistan government also condemned the killing and called it “open terrorism”, according to a spokesperson. Administrative officers reached the site of the incident and were in touch with district administration, the spokesperson said. Families of the deceased are being contacted, the spokesperson added. An investigation into the incident has been ordered, the spokesperson noted. PPP Chairman Bilawal Bhutto-Zardari also condemned the incident, saying the “brutal killing of innocent workers is open terrorism,” according to a statement on X from the party’s official account. “The people of the entire country, including Balochistan, are extremely angered by this barbarity; humanity is ashamed,” the post read. The beasts involved in the crime should be brought to justice, Bilawal said, adding that Pakistan is committed to the complete eradication of terrorism.  Additional input from AFP",https://www.dawn.com/news/1832433/7-barbershop-workers-from-punjab-shot-dead-in-late-night-attack-in-gwadars-surbandar
22,Real aim of May 9 riots was to ‘end democracy’ in Pakistan: PM Shehbaz,"Prime Minister Shehbaz Sharif on Thursday said that the violent May 9 riots last year after former premier Imran Khan’s arrest were aimed at ending democracy in Pakistan and establishing an “individual’s dictatorship”. “The real aim of May 9 [incidents] was to end democracy in Pakistan and god forbid, bury the Constitution, and a nefarious goal of establishing kingship and dictatorship of an individual,” PM Shehbaz said while addressing a special meeting of the federal cabinet at Parliament House. Imran’s arrest on May 9 last year in the £190m graft case had resulted in widespread violence and saw important military installations come under attack, on the basis of which the state had launched a severe crackdown against his party.  While Imran was released a few days later (he has since been rearrested in a separate case), thousands of PTI workers and almost the entire top-tier leadership were rounded up, with many still facing court proceedings under serious charges. Addressing the federal cabinet, PM Shehbaz said the aim of convening the meeting at Parliament House was to send a message to the nation that “not only will we remember our martyrs and their families till the day of judgment but also to give a message of unity with them”. “The impure plan of May 9 was not just a rebellion against Pakistan but against the state, the Pakistan Army and army chief Gen Asim Munir,” the premier said. “I think that these anti-state elements are displaying the worst enmity in the guise of a friend and a sympathiser,” he asserted.  He recalled various steps taken by the then-coalition government to save the country from economic default and improve relations with brotherly countries. The premier linked the May 9 attacks to the various corruption cases against Imran and his party. He highlighted that politicians in Pakistan’s history had gone through “strict tribulations” and suffered in jail yet raised the slogan of “Pakistan khappay” and said they “could not even think of saying a word against Pakistan”. PM Shehbaz said the riots were “not only a planned conspiracy […] but a rebellion against the institutions and Pakistan to divide the country’s public and make them fight [among themselves]”. The premier stated that the attacks were aimed at “breaking apart unity in Pakistan and ending the public’s emotions of affection for the army and spreading civil war through rebellion”, adding the plan for it failed. Noting that despite a year passing, the suspects involved could not yet be brought to justice and be punished, PM Shehbaz said it was a “stinging question that the entire nation asks itself, us and the institutions, who have been given this responsibility”. Earlier today, PM Shehbaz said there “can absolutely be no soft-pedalling” of the May 9 riots. “There can absolutely be no soft-pedalling of what happened on May 9 and there can be no absolution for those who orchestrated, supported, and assisted the attempt to damage the foundations of our nation,” he said in a post on X.  The premier said that “not only were symbols of our national pride and honour attacked but the sanctity of our sacred homeland was also assaulted” on that day. “Let not the shadows of lies, hide the light of truth,” the prime minister stated. “Love of our country demands nothing less,” PM Shehbaz added while using the hashtag “May 9 Never Again”. In another post last night, the premier had said the day “separated two thoughts of politics — those who sacrificed politics for the state and those who attacked the state for politics”.  “On the one hand, there are the great sons of the nation who shed their blood for their homeland, their great families, and the patriotic public. On the other, there are those characters burning in the fire of hatred, who neither have any pain in their heart for state interests nor have any respect or nobility for national monuments, state institutions, the Constitution or the law,” he added.  PM Shehbaz further said that a year had passed since the events but “Pakistan and the nation have neither forgotten nor will forget their criminals”. “It is [my] pledge to the holy land, the great martyrs, their families and the nation that May 9 never again,” the prime minister vowed. He expressed his resolve to move forward towards development to give a bright future to future generations. Meanwhile, the military’s media affairs wing highlighted that bringing the “real culprits of May 9 [riots] to justice” was paramount to ensure no future desecration of the memories of the country’s heroes. “Bringing the real culprits of May 9 to justice is paramount to ensure that in future, no one dares to desecrate the memories of our heroes and the symbols of our unity through such an unwarranted conduct in future,” the Inter Services Public Relations (ISPR) said in a statement. The armed forces, along with the Chairman Joint Chiefs of Staff Committee (CJCSC) and services’ chiefs, strongly condemned the “criminal acts” perpetrated on May 9 last year, terming the day as a “Black Day”. Recalling the incident, it said “politically motivated and brainwashed miscreants, in an act of rebellion, deliberately resorted to violence against state institutions and vandalised sacred symbols of the state and the sites belonging to national heritage”. “It was a futile attempt to bring about a misplaced and shortsighted revolution in the country,” the ISPR stated. “By displaying utmost restraint during this deliberate and brazenly orchestrated violence, Pakistan Armed Forces thwarted the insidious conspiracy by the planners, facilitators and executors who wanted to destabilise Pakistan by inciting confrontation between the people and the armed forces,” the statement added. It further said that upon “failing to undermine national harmony and stability”, those involved then “embarked upon a sinister campaign of hate against the armed forces and the state with an intent to twist the narrative to their advantage and shift the blame on the state institutions”. “It is precisely for this reason there can neither be any compromise with the planners, facilitators and executors of May 9 tragedy nor they would be allowed to hoodwink the law of land,” the military asserted. It renewed the resolve to “defend the sovereignty and territorial integrity of Pakistan and defeat nefarious designs of the enemies of Pakistan, both external and internal”. Recognising the martyrs and their families as the pride of Pakistan, the armed forces pledged to “uphold their dignity and respect at all costs”. “Today, let’s join hands to strongly denounce the conspiracies to weaken Pakistan and work together for the prosperity and stability of our beloved country,” the ISPR said. As the government observed the anniversary of the May 9 riots, political leaders held press conferences throughout the day and issued statements to strongly condemn the violent events. Punjab Chief Minister Maryam Nawaz said the nation would “neither forget nor forgive” the May 9 attacks, *emphasising that bringing the plotters to justice was necessary. PPP Chairman Bilawal Bhutto-Zardari condemned the May 9 incidents as “yet another dark chapter in the nation’s history”.  In a statement issued last night, the PPP MNA termed the riots a “malevolent scheme aimed at sowing chaos and enforcing fascism in the country”, asserting that justice must prevail for the perpetrators who attacked military installations. He said the “instigator behind the strongly condemnable events of May 9 is well-known to everyone”. The coalition government ally, however, said his party supported the PTI’s demand for a judicial inquiry into the incident, which should be overseen by Chief Justice of Pakistan (CJP) Qazi Faez Isa. Bilawal emphasised that for the probe to occur, “all parties, including the PTI, must commit to accepting whatever decision the judicial commission arrives at”. Information Minister Attaullah Tarar said that a resolution regarding the May 9 violence would be passed in the federal cabinet’s special meeting while the law ministry would also present a “white paper”. Speaking to reporters in Islamabad, Tarar said that the PPP, the Istehkam-i-Pakistan Party (IPP) and the National Party (NP) have been invited to the meeting as special invitees to represent the coalition partners.  “For the sake of political and personal interests, a move was made on May 9 [last year], which was never done even by the enemies”, the minister added. He said that in his opinion, “a lot of concessions” have been given despite Imran’s nephews and all three sisters being allegedly involved in the riots. The information ministry will also organise a special function — to be addressed by the premier — at the Jinnah Convention Centre in which people from all walks of life have been asked to “pay befitting homage to our glorious martyrs and their families”. Separately, the Pakistan Broadcasting Corporation (PBC), in collaboration with the ISPR, will organise a special prayer ceremony at Radio Pakistan in Peshawar in connection with the May 9 incidents, the state broadcaster reported. Khyber Pakhtunkhwa Governor Faisal Karim Kundi will be the chief guest while children from different schools in Peshawar will also participate in the ceremony, it said. Another programme regarding the May 9 events will take place at the Pak-China Friendship Centre in Islamabad, which will be broadcast live by Radio Pakistan, the report added. As it aims to mark the first anniversary of the May 9 violence that largely targeted military installations and monuments of martyrs, the government has decided to commemorate the day in solidarity with martyrs and their families. In the lead-up to the May 9 anniversary, electronic media continue to broadcast advertisements recalling violent protests, mobs clashing with the police, attacking and entering the General Headquarters in Rawalpindi and vandalising the Lahore corps commander’s residence. PM Shehbaz and President Asif Ali Zardari said May 9 will “always be remembered as a dark day in country’s history”, state-run Radio Pakistan reported. The president and the premier recalled that on May 9 last year, “a politically instigated mob ran amok across the country, damaging public property and military installations”. In his statement issued last night, President Zardari condemned the violence and said that the “unfortunate incidents severely tarnished the country’s image, which only served the interest of Pakistan’s enemies”.  Terming the incident as an “attempt to challenge the writ of the state, undermine the rule of law and weaken the institutions”, the president expressed pride in Pakistan’s armed forces and institutions. He emphasised that those responsible for the May 9 violence should be held accountable according to law. President Zardari affirmed that any attempt to misuse the right to peaceful demonstrations to incite violence would never be tolerated. However, he stressed that the “current political situation demands that all political parties work towards promoting tolerance, democratic values, and political dialogue, and provide a clear direction to the nation”. On the other hand, the PTI, which has been at the receiving end of a crackdown after the riots, has planned to organise gatherings across the country to express solidarity with its incarcerated leader ex-PM Imran Khan. In order to counter the PTI’s protests, authorities in Islamabad and Punjab have already imposed Section 144.  According to the PTI, over 10,000 of its workers were arrested, but the government claimed it arrested only a few thousand people. The PTI not only challenged the military court cases in the Supreme Court but also alleged that the riots were a false-flag operation designed and carried out by the establishment to dismantle the former ruling party. People belonging to different walks of life were visiting Lahore’s Jinnah House on the eve of the first anniversary of May 9 riots, Radio Pakistan reported on Wednesday. A delegation of the Pakistan Federal Union of Journalists (PFUJ) and the Punjab Union of Journalists who had visited Jinnah House condemned the desecration of martyrs’ memorials. They expressed anger over the burning and siege of Jinnah House, adding that there was “no place for such political extremists in Pakistan”, the state broadcaster reported. A group of Peoples Democratic Alliance and Lawyers also paid a visit to Jinnah House, regretting that despite the passage of one year, the perpetrators of May 9 have not been brought to justice, it said.",https://www.dawn.com/news/1832432/real-aim-of-may-9-riots-was-to-end-democracy-in-pakistan-pm-shehbaz
23,No Title," Israel’s deadly siege of Gaza Strip enters seventh month after Hamas’ Oct 7 attack UN says half of Gaza population experiencing “catastrophic” hunger as threat of famine looms 72pc of enclave’s residential buildings destroyed, reconstruction to cost up to $40bn Israel seizes Rafah crossing amid global outcry Alarm in Israel at possible ICC legal action over Gaza atrocities",https://www.dawn.com/live/gaza-invasion
24,PSO proposes swapping debt for stake in public sector companies,"Pakistan State Oil (PSO) said it is in talks with the government on a plan to acquire stakes in public sector energy companies and offset mounting debt it is owed by firms such as the national airline. Stopping the pile-up of unresolved debt across the country’s power sector, and ultimately settling it, is a top concern of the International Monetary Fund (IMF), with which the government will begin talks this month for a new long-term loan deal. “Everything will be done through competitive bidding and we will participate and if we win, the stakes will be offset against (PSO’s receivables),” said Syed Muhammad Taha, the managing director and chief executive of the state-backed oil marketer. “That is our proposal and this is under consideration, so we are working with the government,” Taha said in an interview on Wednesday with Reuters. The government, with a stake of about 25 per cent, is the biggest shareholder of PSO, but private shareholders own the rest. Government officials, including the petroleum and information ministers, did not reply to a Reuters request for comment.  According to the IMF, the total circular debt in Pakistan’s power and gas sectors stood at Rs4.6 trillion, or about 5pc of GDP by June 2023. Circular debt is a form of public debt that stems partly from failure to pay dues along the power sector chain, starting with consumers and moving to distribution companies, which owe power plants, which then have to pay fuel supplier PSO. The government is either the biggest shareholder or the outright owner of most of these companies, making it tough to resolve debt as fiscal tightening leaves it strapped for cash. Among other steps sought by the IMF, the government has raised energy prices to stop the buildup of debt. But the accumulated amount still has to be resolved. Taha said the IMF reforms helped the sector by boosting creditors’ ability to pay, which will continue to improve. PSO’s aggregate receivables from government agencies and autonomous bodies stood at Rs499bn, the largest share owed by gas provider Sui Northern Gas, whose largest shareholder is the government. PSO’s annual report last year said the crisis of owed debt was a serious issue for it. Taha said PSO had initially floated the idea of acquiring stakes or complete ownership of assets such as power plants in Nandipur in the northern Punjab province and Guddu in southern Sindh, as well as the government-owned holding entity for power generation companies. It also discussed equity stakes in profitable public sector companies such as the Oil and Gas Development Co (OGDC), he added. Taha said PSO was also a part of the broader settlement framework to privatise Pakistan International Airlines (PIA), which would potentially include a “clean asset swap” and a stake in the airline’s non-core assets, such as property. The government is putting a stake ranging from 51pc to 100pc in the debt-ridden carrier as part of the public-sector reforms sought by the IMF. In March, media said the principal alone that PIA owed PSO for fuel supply amounted to roughly Rs15.8bn. Taha added that he expected modest growth in demand for petroleum products as the economy opens up, thanks to lower interest rates and higher disposable income. As economic conditions improve, he added, PSO is working with big strategic investors from China and the Middle East to upgrade and expand Pakistan Refinery. PSO has a network of 3,528 retail outlets in addition to 19 depots, 14 airport refuelling facilities, operations at two seaports and the largest storage capacity of 1.14m tonnes.",https://www.dawn.com/news/1832452/pso-proposes-swapping-debt-for-stake-in-public-sector-companies
25,Imran refuses to tender apology over May 9 riots,"• Says ready to face inquiry into 2014 dharna
• Alvi says those having ‘real power’ should initiate dialogue ISLAMABAD: Former prime minister Imran Khan on Wednesday refused to apologise for the May 9 riots and said he is ready to face inquiry into the sit-in that his PTI staged in 2014. He was speaking to the media after the court proceedings in the £190 million corruption case at Adiala jail. When asked whether he would apologise for the May 9 violent protest, Mr Khan replied in the negative, saying he was under detention at the time and was unaware of those protests. The ex-premier mentioned that he became aware of the protests when he appeared before the then-chief justice of Pakistan, Umar Ata Bandial. “I had already condemned those violent protests,” he added. It may be mentioned that a day earlier, the director general of Inter-Services Public Relations (ISPR) ruled out dialogue with PTI unless the party leadership tendered a public apology over the May 9 protests. Mr Khan further said that if the establishment is not interested in dialogue, PTI will not pursue it either.  According to the former premier, he wanted dialogue for the sake of Pakistan, not to strike a deal for personal favours. However, he clarified that he has no issue with the army as his close relatives are serving in the armed forces and bureaucracy. Mr Khan expressed readiness to face inquiry into the 2014 sit-in and stated that he would gladly appear before the inquiry committee. He further said that the allegations levelled against him in connection with the 2014 sit-in had proved to be wrong. Mr Khan stated that the sit-in was staged to protest the 2013 elections, adding that the 2024 elections are also fraudulent, as the former caretaker prime minister has also disclosed information about Form-47. He claimed that some PML-N leaders had privately conveyed to PTI that elections would not be held until Justice Qazi Faez Isa became the chief justice. During the court proceedings, accountability judge Nasir Javed Rana recorded the statement of a witness, while the counsel for Mr Khan and Bushra Bibi cross-examined another witness. The court accepted Mr Khan’s application for his medical check-up and adjourned the proceedings till May 13. Impartial inquiry In Lahore, former president Dr Arif Alvi while speaking to the media outside the Punjab Assembly emphasised the need for an impartial investigation into the events of May 9 and urged that the perpetrators be brought to justice. He said, “The oppressor should seek forgiveness. Forgiveness is the only answer to all disputes.” He said those who did not know the meaning of democracy were preaching democracy. He said the evidence, if any, of the May 9 riots should be presented before courts. “When I was president, [Imran] Khan sahib called for a dialogue,” he added. He mentioned that Mr Khan always voiced for a peaceful protest and resolution of all disputes through dialogue. In an obvious reference to the establishment, Dr Alvi said those having real power should initiate the dialogue process. He said the present government was artificial and completion of its tenure was unlikely. The former president said he visited the assembly to meet the opposition members. He said it was unfortunate how the parliament was filled with those who won the elections with the help of Form-47. He said that judges should be appointed purely on merit and the freedom of media was critical for the democracy in the country. “We are Pakistani and all institutions including the army belong to us,” he said. Wajih Ahmad Sheikh in Lahore also contributed to this report Published in Dawn, May 9th, 2024",https://www.dawn.com/news/1832343/imran-refuses-to-tender-apology-over-may-9-riots
26,Economic crisis deepens amid political instability,"KARACHI: Industrialists and analysts express growing concerns as political protests and wheat farmer demonstrations escalate, casting shadows over business activities and economic stability. The business community, already beset by high inflation and interest rates, feels that political issues overshadow economic priorities. “A rising tide of unrest and protests against the government has cornered the economy, making it difficult for businesses to operate effectively,” one businessman stated anonymously, reflecting the prevalent fear of backlash for speaking out. Some traders and industrialists note that persistent political disturbances have dashed hopes for stability after visible economic improvements compared to last year. Industrialists, analysts lament govt yet to develop long-term growth strategy “There is no sign of stability in the government, which reflects rising vulnerability in the economy,” said Aamir Aziz, an exporter. “Daily remarks from the Supreme Court and high courts on political and corruption issues leave us in limbo, particularly concerning our future strategies,” Mr Aziz said. He emphasised the need for a well-defined economic and political roadmap to attract investment. A Karachi-based head of research noted that trade and industry were not clear about the economy’s future, and the present government has yet to develop a long-term growth strategy. He lamented that economic growth, which must be the government’s priority, has been put under the shadow of inflation and interest rates. He said the State Bank of Pakistan (SBP) has also failed to spur growth or bring down inflation and appears to be overwhelmed by the challenge. The private sector is working with least participation, which will bring down the growth rate to even lower than two per cent this year. “Despite sovereign default, Sri Lanka recovered within two to three years and the current inflation is 7.5 per cent. This is not a miracle but management,” he said. Some bankers believe that the SBP is managing the exchange rate, and this stability may vanish in one go. Amid these economic challenges, analysts also noted some positives, such as Saudi investors’ interest in major Pakistani assets, which could temporarily bolster the country’s external accounts. However, the looming need for $25 billion for debt servicing next fiscal year and a persistent trade deficit threaten to offset these gains. “The stable exchange rate is not the benchmark for the economy’s growth. It is only a sign that the country can pay back the dues and be able to trade with any country,” said Atif Ahmed, a currency dealer in the interbank market. He noted that the current account deficit has significantly decreased, yet the SBP’s foreign exchange reserves are largely borrowed, showing no clear policy on managing external and domestic debts. Published in Dawn, May 9th, 2024",https://www.dawn.com/news/1832362/economic-crisis-deepens-amid-political-instability
27,"Pakistan, Uzbekistan vow early work on rail project","ISLAMABAD: Pakistan and Uzbekis­tan on Wednesday underscored their commitment to the swift completion of the planned railway link that will traverse Afghanistan, connecting the two countries and promising to enhance regional connectivity and trade opportunities. Foreign Office, in a media sta­tement after a meeting between visiting Foreign Minister of Uzb­e­kistan Bakhtiyor Saidov and Deputy Prime Minister and Fo­­reign Minister Senator Ishaq Dar said, “The two sides reaffirmed commitment to early implementation of the Uzbekistan-Afghan­istan-Pakistan Railways project, which would give boost to bilateral and regional trade and become a bridge between South and Central Asia.” Prime Minister Shehbaz Sharif in his meeting with FM Saidov also emphasised the importance of the railway project and Pakistan’s commitment to its early completion. Pakistan, Uzbekistan and Afghanistan had in February 2021 agreed to build a railway line across Afghanistan to connect Central Asia with Pakistani ports at an estimated cost of $4.8bn. In July last year, the three countries signed a protocol during their meeting in Pakistan that delineated the route of the project running from Termiz, Uzbe­kistan, Afgh­anistan’s Mazar-i-Sharif and Logar provinces, and culminating in Pakis­tan via the Kharlachi border crossing in the Kurram district. Uzbek FM Bakhtiyor meets PM Shehbaz, FM Dar The railway project, spanning 760kms, is scheduled for completion by the end of 2027, with the capability to transport up to 15 million tonnes of goods annually by 2030. This rail link will notably decrease cargo delivery time between Uzbekistan and Pakistan by around five days, while also slashing transportation costs by at least 40 per cent. Prime Minister Shehbaz Sharif, according to PMO, expressed Pakistan’s commitment to working with Uzbekistan to speed up and complete all bilateral trade and connectivity projects. He reaffirmed Pakis­tan’s readiness to provide access to Uzbekistan to Pakistani ports. At the bilateral meeting, the two sides discussed at length bil­ateral economic cooperation, tra­de, investment and connectivity. They noted that following operationalisation of Transit Trade Agreement, bilateral trade has increased 1.4 times during the previous year and has the potential to reach the targets set during the last Inter-Governmental Commission (IGC) held in Tashkent in February 2023. Both sides agreed to identify new areas of economic cooperation and emphasised the importance of a liberal visa regime especially for the business community to promote linkages and people-to-people contacts, the FO said. Published in Dawn, May 9th, 2024",https://www.dawn.com/news/1832350/pakistan-uzbekistan-vow-early-work-on-rail-project
28,Combating terrorism is a ‘shared interest’ with Pakistan: US,"WASHINGTON: The United States on Wednesday emphasised its ‘shared interest’ with Pakistan in addressing the critical threat that terrorism poses to the entire region. At the State Department’s daily news briefing, Spokesperson Matthew Miller also focused on the treatment of Afghan refugees in Pakistan and urged Islamabad not to repatriate them due to the dire situation in Afghanistan. “We remain committed to working with Pakistan to address the shared threat posed by terrorist groups throughout the region,” said Miller, commenting on a recent ISPR statement about the involvement of Tehrik-i-Taliban Pakistan (TTP) in a series of terrorist attacks in the country. Pakistan has suffered greatly at the hands of terrorists, and “we regret the loss of life and injuries sustained and offer our heart-felt condolences to those affected by these attacks”, he added. Underlining the need to protect Afghans forced to seek refuge in neighbouring states, he emphasised: “We will continue to encourage Afghanistan’s neighbours, including Pakistan, to respect the non-return advisory, given the dire situation in Afghanistan.” Miller refrained from taking a stance on speculations that former prime minister Imran Khan would be released soon, stating: “We do not take position on those matters. Those matters are for the government of Pakistan to decide.” In his briefing on Tuesday, the spokesperson welcomed diplomatic engagement between Pakistan and Saudi Arabia, applauding Crown Prince Mohammed Bin Salman’s expected visit to Islamabad later this month. Asked to comment on the Saudi prince’s visit, Matthew Miller said: “Certainly, we always support diplomatic engagement between our partners,” adding that he did not have further details about the visit. Published in Dawn, May 9th, 2024",https://www.dawn.com/news/1832330/combating-terrorism-is-a-shared-interest-with-pakistan-us
29,Opposition leaders slam military involvement in politics,"• Omar Ayub questions who has given DG ISPR right to negotiate
• Mahmood Achakzai insists each institution should stay within its limits
• Hamid Khan says rejection of public mandate led to creation of Bangladesh ISLAMABAD: Prominent opposition leaders collectively called for the full implementation of the Constitution and criticised the military’s interference in political affairs. The leaders were speaking at a seminar titled “Tahafuz-i-Aain-i-Pa­kistan: Kaise aur Kyun”, organised by the joint opposition on Wednes­day, on the eve of last year’s May 9 violent protests erupted after the arrest of PTI founder Imran Khan. The seminar also came a day after the military said that those involved in the May 9 protests need to regret their acts with sincerity and shun the “politics of anarchy and hate” before any talks could be initiated with them. However, speaking at Wednes­day’s event, PTI Secretary General Omar Ayub, the leader of the opposition in the National Assembly, openly rejected the press conference of the director general of Inter-Services Public Relations (ISPR), questioning the DG’s right to negotiate on political matters. He also alleged that the DG was confused and lacked narrative. “DG ISPR, you are a protector, not the owner of the state,” Mr Ayub declared, emphasising that real power resides with the people and their elected representatives. He also called for public access to several sensitive reports, including those on the Army Public School and the Abbottabad Commission, as well as the investigation into journalist Arshad Sharif’s death. Mahmood Khan Achakzai, who presided over the seminar, said that people have started their struggle for “Haqiqi Azadi” (real freedom). He said Pakistan’s issues couldn’t be addressed unless each institution stayed within its prescribed limits. He warned that the day anyone tried to enforce martial law or amend the Constitution, the workers of the joint opposition would be on the roads. PTI leader Asad Qaiser, former speaker of the National Assembly, spoke about the severe disillusionment prevailing in the country and urged all institutions to adhere strictly to their roles to ensure peace in the country. He announced plans to conduct similar seminars in other cities to continue advocating for constitutional governance. Another PTI leader, Advocate Hamid Khan, said the Constitution of 1956 was democratic and if it had not been suspended, East Pakistan (now Bangladesh) would still be part of Pakistan. The country was divided because “we did not accept their (East Pakistan’s) mandate”, he said. Advocate Khan noted that the DG ISPR said everything regarding the May 9 incident was clear. “It means that he has made a decision. Who has given him the power to make decisions?” he added. Liaqat Baloch, the deputy head of Jamaat-i-Islami, suggested that there should be no role of the establishment in politics and democracy. “No one will accept it even if someone holds a press conference in the Faisal Mosque (saying there is no role of establishment in politics). We will accept the result of the elections, which will be held without the establishment’s interference,” he said. Allama Raja Nasir Abbas Jaffari, the head of Majlis Wahdat-i-Muslimeen, said that steps against the Constitu­tion should be stopped and those who won through “bogus” Forms-47 should not sit in the parliament. Leader of the Opposition in Senate Shibli Faraz said the Constitution should be followed in letter and spirit. PTI Chairman Barrister Gohar Khan said the Constitution was practically suspended and suggested making government with the vote and support of the people. Advocate Sardar Latif Khosa said that the state consisted of only people and others were employees. “You are employees; you are not even an institution. Everyone must follow the Constitution, even if they are the chief justice or army chief,” he added. Published in Dawn, May 9th, 2024",https://www.dawn.com/news/1832349/opposition-leaders-slam-military-involvement-in-politics
30,May 9 fallout,"A YEAR since the events of May 9, 2023, very little appears to have changed, at least from the political perspective. In fact, there seems to be even more bad blood between the PTI and the security establishment; both sides appear unwilling to reconsider the combative stance they have taken towards each other. In a press conference on Tuesday, the military’s spokesperson made it clear there would be no moving forward without a sincere apology from the PTI and a public disavowal of “the politics of anarchy and hate”. In response, the PTI denounced the statement as a “pack of lies” that was “full of contradictions”.  It cannot be denied that the violence directed at military symbols and installations in several parts of the country on this day last year, was a direct consequence of the narrative built by the PTI following its ouster. The party had spent months framing the possibility of its chief’s arrest as a ‘red line’, all the while blaming and shaming the security establishment for its ouster from government in April 2022. This combustible mix, triggered by the controversial arrest of Imran Khan by Rangers personnel from the premises of the Islamabad High Court, exploded in the form of unprecedented, widespread violence by PTI supporters. The PTI should acknowledge that it acted in an extremely irresponsible manner by leading its supporters towards such an unacceptable reaction. Thousands were targeted in reprisals by the state, and the events of the day accelerated the expansion of unelected forces’ influence in the state’s legislative and administrative apparatus.  However, the state, too, is not without blame. Rather than acting with restraint and demonstrating that it was only interested in getting justice for the wrong that it had been caused, it responded with extreme measures that seemed to have been taken from the playbooks of past dictatorships. For example, in seeking ‘justice’ for PTI supporters’ defacement of various installations, the homes of countless civilian suspects were raided and vandalised and their residents allegedly harassed by personnel representing the state. Even women prisoners, who otherwise enjoy special protections and concessions under Pakistan’s legal system, were repeatedly denied their right to bail and kept incarcerated without trial in scores of dubious cases. The PTI-military stand-off has been the root cause of Pakistan’s political instability. Since neither side seems interested in a resolution, perhaps the government should step in. It can offer its best resources to prosecute the May 9 cases in civilian courts, thereby ensuring a transparent judicial process. Done fairly, this will prevent the two sides from engaging directly with each other, which only seems to be perpetuating the tensions between them. It is important that this chapter be closed satisfactorily so that the nation can move forward. Published in Dawn, May 9th, 2024",https://www.dawn.com/news/1832365/may-9-fallout
